Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H4,2012,2012,2012,4,0,1,Import,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,7026170,7026170,2684420,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,225835,225835,382476,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,752,Sweden,SWE,1001,Wheat and meslin,8,Weight in kilograms,103,103,22,0
H4,2012,2012,2012,4,0,1,Import,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin,8,Weight in kilograms,250,250,1509,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin,8,Weight in kilograms,2817960,2817960,996812,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,764,Thailand,THA,1001,Wheat and meslin,8,Weight in kilograms,200,200,79,0
H4,2012,2012,2012,4,0,1,Import,56,Belgium,BEL,788,Tunisia,TUN,1001,Wheat and meslin,8,Weight in kilograms,4,4,133,0
H4,2012,2012,2012,4,0,1,Import,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,32705,32705,26134,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,7,7,108,0
H4,2012,2012,2012,4,0,1,Import,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,45840526,45840526,13399031,0
H4,2012,2012,2012,4,0,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,5199573,5199573,2099935,0
H4,2012,2012,2012,4,0,1,Import,56,Belgium,BEL,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,47808712,47808712,20633758,0
H4,2012,2012,2012,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,1001,Wheat and meslin,1,No Quantity,,,3079,0
H4,2012,2012,2012,4,0,1,Import,60,Bermuda,BMU,826,United Kingdom,GBR,1001,Wheat and meslin,1,No Quantity,,,255,0
H4,2012,2012,2012,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin,1,No Quantity,,,2824,0
H4,2012,2012,2012,4,0,1,Import,64,Bhutan,BTN,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,4991722,4991722,1420529,0
H4,2012,2012,2012,4,0,1,Import,64,Bhutan,BTN,699,India,IND,1001,Wheat and meslin,8,Weight in kilograms,4991722,4991722,1420529,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,2063660832,2063660832,725958169,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,36,Australia,AUS,1001,Wheat and meslin,8,Weight in kilograms,20500000,20500000,9442847,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,56,Belgium,BEL,1001,Wheat and meslin,8,Weight in kilograms,7005,7005,7482,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,124,Canada,CAN,1001,Wheat and meslin,8,Weight in kilograms,708642784,708642784,269735375,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,156,China,CHN,1001,Wheat and meslin,8,Weight in kilograms,429,429,339,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,378000,378000,383215,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,410,Rep. of Korea,KOR,1001,Wheat and meslin,8,Weight in kilograms,10,10,15,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,458,Malaysia,MYS,1001,Wheat and meslin,8,Weight in kilograms,60,60,46,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,642,Romania,ROU,1001,Wheat and meslin,8,Weight in kilograms,57723800,57723800,24292508,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,643,Russian Federation,RUS,1001,Wheat and meslin,8,Weight in kilograms,212340784,212340784,62013121,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,699,India,IND,1001,Wheat and meslin,8,Weight in kilograms,664250328,664250328,224132706,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,702,Singapore,SGP,1001,Wheat and meslin,8,Weight in kilograms,53935000,53935000,20518730,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,804,Ukraine,UKR,1001,Wheat and meslin,8,Weight in kilograms,270958032,270958032,82844476,0
H4,2013,2013,2013,4,0,1,Import,50,Bangladesh,BGD,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,74924600,74924600,32587310,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,345459103,345459103,108676788,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,11460,11460,12482,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,100,Bulgaria,BGR,1001,Wheat and meslin,8,Weight in kilograms,3123150,3123150,966615,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,124,Canada,CAN,1001,Wheat and meslin,8,Weight in kilograms,40506,40506,24072,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,268,Georgia,GEO,1001,Wheat and meslin,8,Weight in kilograms,267360,267360,119729,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,1001,Wheat and meslin,8,Weight in kilograms,323379090,323379090,101530700,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,7,7,209,0
H4,2013,2013,2013,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,1001,Wheat and meslin,8,Weight in kilograms,18637530,18637530,6022980,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,3487423050,3487423050,1114537342,6
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,457334535,457334535,177552132,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,4490165,4490165,1693387,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,1672471,1672471,3245618,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,124,Canada,CAN,1001,Wheat and meslin,8,Weight in kilograms,147621168,147621168,61214940,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,180,Dem. Rep. of the Congo,COD,1001,Wheat and meslin,8,Weight in kilograms,468,468,643,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,191,Croatia,HRV,1001,Wheat and meslin,8,Weight in kilograms,4,4,75,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,196,Cyprus,CYP,1001,Wheat and meslin,8,Weight in kilograms,1838,1838,537,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,196,Cyprus,CYP,1001,Wheat and meslin,8,Weight in kilograms,1262,1262,351,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,203,Czechia,CZE,1001,Wheat and meslin,8,Weight in kilograms,6291,6291,3467,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,2908,2908,888,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,28457,28457,44716,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,246,Finland,FIN,1001,Wheat and meslin,8,Weight in kilograms,38968,38968,8854,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,246,Finland,FIN,1001,Wheat and meslin,8,Weight in kilograms,35484,35484,13163,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,2043659980,2043659980,622749995,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,41210058,41210058,13366336,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,1008287835,1008287835,337766389,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,68763291,68763291,29390878,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,300,Greece,GRC,1001,Wheat and meslin,8,Weight in kilograms,210,210,58,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,348,Hungary,HUN,1001,Wheat and meslin,8,Weight in kilograms,10211240,10211240,2451277,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,348,Hungary,HUN,1001,Wheat and meslin,8,Weight in kilograms,27251,27251,7960,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,368,Iraq,IRQ,1001,Wheat and meslin,8,Weight in kilograms,56,56,65,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,372,Ireland,IRL,1001,Wheat and meslin,8,Weight in kilograms,3882,3882,1082,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,376,Israel,ISR,1001,Wheat and meslin,8,Weight in kilograms,92,92,1494,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,1099570,1099570,575134,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,15114846,15114846,30133289,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,414,Kuwait,KWT,1001,Wheat and meslin,8,Weight in kilograms,2909,2909,1197,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,440,Lithuania,LTU,1001,Wheat and meslin,8,Weight in kilograms,58,58,16,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin,8,Weight in kilograms,10653870,10653870,2950436,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin,8,Weight in kilograms,3318080,3318080,1243123,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,470,Malta,MLT,1001,Wheat and meslin,8,Weight in kilograms,205,205,57,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,478,Mauritania,MRT,1001,Wheat and meslin,8,Weight in kilograms,10,10,41,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin,8,Weight in kilograms,217297410,217297410,67867964,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin,8,Weight in kilograms,315308400,315308400,95219460,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,608,Philippines,PHL,1001,Wheat and meslin,8,Weight in kilograms,375,375,197,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,547838,547838,242766,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,22930,22930,7084,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,620,Portugal,PRT,1001,Wheat and meslin,8,Weight in kilograms,12682,12682,3536,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,642,Romania,ROU,1001,Wheat and meslin,8,Weight in kilograms,96901,96901,52555,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,642,Romania,ROU,1001,Wheat and meslin,8,Weight in kilograms,49,49,13,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,690,Seychelles,SYC,1001,Wheat and meslin,8,Weight in kilograms,116,116,603,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,705,Slovenia,SVN,1001,Wheat and meslin,8,Weight in kilograms,10109,10109,3352,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,12148800,12148800,4745579,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,321091,321091,407735,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,740,Suriname,SUR,1001,Wheat and meslin,8,Weight in kilograms,900164,900164,273501,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin,8,Weight in kilograms,4800,4800,1586,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin,8,Weight in kilograms,1991865,1991865,811080,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,764,Thailand,THA,1001,Wheat and meslin,8,Weight in kilograms,275,275,135,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,14903,14903,8304,0
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,514,514,292,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,11996650,11996650,4463142,6
H4,2013,2013,2013,4,0,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,8586862,8586862,3374967,0
H4,2013,2013,2013,4,0,1,Import,56,Belgium,BEL,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,19241910,19241910,7740135,0
H4,2013,2013,2013,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,256,256,2518,0
H4,2013,2013,2013,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,256,256,2518,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,332267419,332267419,100830108,0
H4,2014,2014,2014,4,0,2,Export,51,Armenia,ARM,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,161760,161760,83869,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,12000,12000,12719,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,2250,2250,2262,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,268,Georgia,GEO,1001,Wheat and meslin,8,Weight in kilograms,353150,353150,127774,0
H4,2014,2014,2014,4,0,2,Export,51,Armenia,ARM,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,61980,61980,28344,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,398,Kazakhstan,KAZ,1001,Wheat and meslin,8,Weight in kilograms,594840,594840,178452,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,8000,8000,9150,0
H4,2014,2014,2014,4,0,2,Export,51,Armenia,ARM,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,99780,99780,55524,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,1001,Wheat and meslin,8,Weight in kilograms,329373269,329373269,99921463,0
H4,2014,2014,2014,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,1001,Wheat and meslin,8,Weight in kilograms,1923910,1923910,578288,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,3650769233,3650769233,973259157,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,606451508,606451508,188281781,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,17658,17658,21074,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,2573136,2573136,3418247,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,124,Canada,CAN,1001,Wheat and meslin,8,Weight in kilograms,191000300,191000300,74930624,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,156,China,CHN,1001,Wheat and meslin,8,Weight in kilograms,21522,21522,9151,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,180,Dem. Rep. of the Congo,COD,1001,Wheat and meslin,8,Weight in kilograms,115,115,1060,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,196,Cyprus,CYP,1001,Wheat and meslin,8,Weight in kilograms,892,892,258,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,203,Czechia,CZE,1001,Wheat and meslin,8,Weight in kilograms,152004,152004,84833,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,1491,1491,455,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,200753,200753,113716,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,231,Ethiopia,ETH,1001,Wheat and meslin,8,Weight in kilograms,35952,35952,16243,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,233,Estonia,EST,1001,Wheat and meslin,8,Weight in kilograms,783613,783613,144808,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,246,Finland,FIN,1001,Wheat and meslin,8,Weight in kilograms,29929,29929,7357,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,246,Finland,FIN,1001,Wheat and meslin,8,Weight in kilograms,11584,11584,4291,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,1937083310,1937083310,475098713,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,65279550,65279550,18243741,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,266,Gabon,GAB,1001,Wheat and meslin,8,Weight in kilograms,236,236,144,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,1184187850,1184187850,327887747,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,47291863,47291863,25478920,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,288,Ghana,GHA,1001,Wheat and meslin,8,Weight in kilograms,16,16,51,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,300,Greece,GRC,1001,Wheat and meslin,8,Weight in kilograms,3029750,3029750,1155472,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,348,Hungary,HUN,1001,Wheat and meslin,8,Weight in kilograms,1524170,1524170,324059,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,348,Hungary,HUN,1001,Wheat and meslin,8,Weight in kilograms,1029,1029,487,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,352,Iceland,ISL,1001,Wheat and meslin,8,Weight in kilograms,39978,39978,16736,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,368,Iraq,IRQ,1001,Wheat and meslin,8,Weight in kilograms,90,90,75,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,372,Ireland,IRL,1001,Wheat and meslin,8,Weight in kilograms,3724,3724,1039,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,376,Israel,ISR,1001,Wheat and meslin,8,Weight in kilograms,89,89,85,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,376,Israel,ISR,1001,Wheat and meslin,8,Weight in kilograms,61,61,954,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,177922,177922,185130,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,16766292,16766292,32726389,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,398,Kazakhstan,KAZ,1001,Wheat and meslin,8,Weight in kilograms,150000,150000,103282,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,422,Lebanon,LBN,1001,Wheat and meslin,8,Weight in kilograms,196,196,138,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,428,Latvia,LVA,1001,Wheat and meslin,8,Weight in kilograms,4549960,4549960,1063396,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,440,Lithuania,LTU,1001,Wheat and meslin,8,Weight in kilograms,147,147,41,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin,8,Weight in kilograms,6919792,6919792,1755269,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin,8,Weight in kilograms,7758168,7758168,3176466,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,478,Mauritania,MRT,1001,Wheat and meslin,8,Weight in kilograms,10,10,41,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin,8,Weight in kilograms,260118120,260118120,70450001,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin,8,Weight in kilograms,443609160,443609160,97657589,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,566,Nigeria,NGA,1001,Wheat and meslin,8,Weight in kilograms,1520,1520,758,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,119469,119469,35553,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,222919,222919,79337,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,620,Portugal,PRT,1001,Wheat and meslin,8,Weight in kilograms,4401,4401,1228,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,634,Qatar,QAT,1001,Wheat and meslin,8,Weight in kilograms,11767,11767,6788,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,699,India,IND,1001,Wheat and meslin,8,Weight in kilograms,60,60,125,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,705,Slovenia,SVN,1001,Wheat and meslin,8,Weight in kilograms,6697,6697,1869,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,3062426,3062426,1545728,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,156503,156503,304386,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,740,Suriname,SUR,1001,Wheat and meslin,8,Weight in kilograms,17169500,17169500,5008843,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,752,Sweden,SWE,1001,Wheat and meslin,8,Weight in kilograms,240,240,67,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin,8,Weight in kilograms,72990,72990,32070,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,764,Thailand,THA,1001,Wheat and meslin,8,Weight in kilograms,2125,2125,966,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,768,Togo,TGO,1001,Wheat and meslin,8,Weight in kilograms,110,110,534,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,768,Togo,TGO,1001,Wheat and meslin,8,Weight in kilograms,11241,11241,4631,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,780,Trinidad and Tobago,TTO,1001,Wheat and meslin,8,Weight in kilograms,23360,23360,7735,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,15049,15049,6994,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,800,Uganda,UGA,1001,Wheat and meslin,8,Weight in kilograms,20,20,92,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,33449032,33449032,9554625,0
H4,2014,2014,2014,4,0,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,5232971,5232971,1993652,0
H4,2014,2014,2014,4,0,1,Import,56,Belgium,BEL,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,24337900,24337900,8876847,0
H4,2014,2014,2014,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,259,259,2999,0
H4,2014,2014,2014,4,0,1,Import,60,Bermuda,BMU,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,259,259,2999,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,3832242450,3832242450,991308246,0
H4,2015,2015,2015,4,0,2,Export,50,Bangladesh,BGD,0,World,WLD,1001,Wheat and meslin,8,Weight in kilograms,315,315,395,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,32,Argentina,ARG,1001,Wheat and meslin,8,Weight in kilograms,86997708,86997708,21511745,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,36,Australia,AUS,1001,Wheat and meslin,8,Weight in kilograms,163691355,163691355,50071577,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,76,Brazil,BRA,1001,Wheat and meslin,8,Weight in kilograms,185562920,185562920,52011948,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,100,Bulgaria,BGR,1001,Wheat and meslin,8,Weight in kilograms,49500000,49500000,14050241,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,124,Canada,CAN,1001,Wheat and meslin,8,Weight in kilograms,934648878,934648878,267175900,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,44000000,44000000,9449987,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,217448436,217448436,55977541,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,7,7,9,0
H4,2015,2015,2015,4,0,1,Import,50,Bangladesh,BGD,458,Malaysia,MYS,1001,Wheat and meslin,8,Weight in kilograms,60,60,62,0
