Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
336;Kyle Lowry;PG;35;MIA;53;53;34.2;4.1;9.8;0.416;2;5.9;0.347;2.1;4;0.517;0.519;2.4;2.8;0.853;0.5;4.1;4.7;7.8;1.1;0.3;2.9;2.7;12.6
337;Timothé Luwawu-Cabarrot;SF;26;ATL;41;12;11.6;1.3;3.4;0.384;0.8;2.3;0.366;0.5;1.1;0.422;0.507;0.5;0.5;0.864;0.2;1;1.3;0.6;0.3;0.1;0.3;1.2;3.9
338;Trey Lyles;PF;26;TOT;64;12;19.4;3.4;7.2;0.473;0.8;2.7;0.312;2.6;4.5;0.569;0.531;2.4;3.1;0.784;1.2;3.7;4.9;1.1;0.4;0.5;1;1.7;10.1
338;Trey Lyles;PF;26;DET;51;3;19.4;3.4;7.5;0.456;0.9;2.9;0.301;2.6;4.7;0.55;0.513;2.7;3.5;0.784;1.2;3.6;4.8;1.1;0.4;0.5;1.1;1.8;10.4
338;Trey Lyles;PF;26;SAC;13;9;19.4;3.3;5.9;0.558;0.8;2.1;0.37;2.5;3.8;0.66;0.623;1.4;1.8;0.783;1.4;3.9;5.3;0.8;0.2;0.2;0.8;1.5;8.8
339;Théo Maledon;PG;20;OKC;42;2;15.8;1.7;5;0.33;0.7;2.6;0.264;1;2.4;0.402;0.399;1.2;1.6;0.776;0.4;1.7;2.1;1.7;0.5;0.1;1;1.2;5.3
340;Sandro Mamukelashvili;PF;22;MIL;36;2;9.1;1.2;2.4;0.477;0.5;1.2;0.429;0.7;1.3;0.522;0.58;0.3;0.4;0.786;0.8;1;1.8;0.4;0.2;0.2;0.3;0.6;3.1
341;Terance Mann;SF;25;LAC;71;31;29;4.1;8.6;0.478;1;2.7;0.365;3.1;5.9;0.528;0.534;1.4;1.8;0.767;1.3;4.2;5.5;2.5;0.7;0.2;1;2.3;10.6
342;Tre Mann;PG;20;OKC;55;22;22;3.5;9.1;0.38;1.4;4.1;0.345;2.1;5;0.409;0.458;1;1.3;0.778;0.4;2.2;2.6;1.5;0.8;0.2;1.1;1.7;9.4
343;Boban Marjanovi?;C;33;DAL;19;0;5.3;1.9;3.1;0.621;0.1;0.2;0.333;1.8;2.9;0.636;0.629;0.4;0.8;0.5;0.4;1.2;1.6;0.1;0;0.1;0.6;1.1;4.3
344;Lauri Markkanen;PF;24;CLE;48;48;30.7;5;11.5;0.434;2.1;6;0.346;2.9;5.5;0.531;0.525;2.1;2.4;0.853;1;4.5;5.5;1.4;0.8;0.5;0.9;1.8;14.1
345;Naji Marshall;SF;24;NOP;42;2;11.9;1.7;4.4;0.392;0.4;2;0.195;1.4;2.5;0.548;0.435;1.1;1.5;0.762;0.7;1.8;2.5;1;0.6;0.1;0.8;1;5
346;Caleb Martin;SF;26;MIA;52;10;22.8;3.6;7;0.515;1;2.6;0.396;2.6;4.4;0.585;0.588;1.2;1.6;0.756;1.3;2.7;4;1.1;1;0.5;0.8;1.6;9.4
347;Cody Martin;SF;26;CHO;59;11;26.7;2.9;6.3;0.469;0.9;2.4;0.403;2;3.9;0.509;0.544;1.2;1.7;0.699;1.1;2.8;4;2.4;1.3;0.5;0.9;1.8;8.1
348;Kelan Martin;SF;26;TOT;30;1;15;2.3;5.7;0.409;0.7;2.5;0.293;1.6;3.2;0.5;0.474;0.3;0.4;0.692;0.6;1.3;1.8;0.7;0.4;0.3;0.5;1.2;5.7
348;Kelan Martin;SF;26;IND;27;1;16.4;2.6;6.2;0.417;0.8;2.7;0.297;1.8;3.5;0.511;0.482;0.3;0.5;0.692;0.6;1.4;2;0.8;0.5;0.3;0.5;1.3;6.3
348;Kelan Martin;SF;26;BOS;3;0;2;0;1;0;0;0.3;0;0;0.7;0;0;0;0;0;0.3;0.3;0.7;0;0;0;0;0;0
349;Kenyon Martin Jr.;SF;21;HOU;66;2;20.8;3.6;6.7;0.53;0.7;2;0.348;2.9;4.7;0.61;0.583;1;1.6;0.635;1;2.9;3.9;1.4;0.4;0.4;0.8;1.3;8.9
350;Garrison Mathews;SG;25;HOU;52;23;26.9;3;7.4;0.408;2.3;6.2;0.364;0.8;1.3;0.621;0.559;2.4;3;0.801;0.5;2.6;3.1;1;0.8;0.3;0.7;2.7;10.7
351;Dakota Mathias;SG;26;MEM;6;0;2.7;0.3;1;0.333;0.3;1;0.333;0;0;0;0.5;0;0;0;0;0.3;0.3;0.2;0.2;0;0;0.2;1
352;Wesley Matthews;SG;35;MIL;39;6;19.6;1.7;4.4;0.378;1;3.2;0.323;0.6;1.2;0.521;0.494;0.4;0.5;0.737;0.6;1.4;2;0.7;0.5;0.1;0.4;1.8;4.7
353;Tyrese Maxey;PG;21;PHI;61;60;35.8;6.4;13.3;0.483;1.6;3.8;0.412;4.9;9.5;0.511;0.542;2.9;3.4;0.861;0.3;3.1;3.4;4.3;0.7;0.4;1.1;2.1;17.4
354;Skylar Mays;SG;24;ATL;24;5;8.8;1.3;2.6;0.516;0.3;1;0.32;1;1.5;0.649;0.581;0.3;0.4;0.889;0.2;0.8;1;0.7;0.3;0;0.4;0.3;3.3
355;Miles McBride;PG;21;NYK;30;2;8.8;0.7;2.5;0.27;0.3;1.4;0.195;0.4;1.1;0.364;0.324;0.2;0.3;0.7;0.1;0.8;0.9;1.1;0.4;0;0.2;1.1;1.8
356;Mac McClung;PG;23;CHI;1;0;3;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;2
357;CJ McCollum;SG;30;TOT;49;49;35.2;8.7;18.9;0.462;3.1;7.9;0.389;5.6;11;0.514;0.543;1.6;2.4;0.69;1;3.6;4.6;5.1;1;0.4;2.1;2.1;22.1
357;CJ McCollum;SG;30;POR;36;36;35.2;8.1;18.5;0.436;3.1;8;0.384;5;10.4;0.476;0.52;1.3;1.9;0.706;0.9;3.3;4.3;4.5;1;0.6;1.9;2.1;20.5
357;CJ McCollum;SG;30;NOP;13;13;35.4;10.5;20;0.527;3.1;7.6;0.404;7.5;12.4;0.602;0.604;2.5;3.7;0.667;1;4.5;5.5;6.8;1.1;0;2.4;1.8;26.6
358;T.J. McConnell;PG;29;IND;24;6;24.2;3.8;7.5;0.503;0.3;1;0.28;3.5;6.5;0.538;0.522;0.5;0.6;0.8;0.8;2.5;3.3;4.8;1;0.4;1.2;1.8;8.4
359;Jaden McDaniels;PF;21;MIN;67;31;26.1;3.7;8.1;0.459;1.1;3.7;0.313;2.6;4.4;0.582;0.531;0.8;1;0.8;1.1;3.1;4.3;1.1;0.8;0.8;1.1;3.3;9.4
360;Jalen McDaniels;SF;24;CHO;43;2;17.2;2.3;4.9;0.476;0.7;2.1;0.352;1.6;2.8;0.571;0.552;0.8;1.2;0.7;0.7;2.6;3.3;1;0.5;0.4;0.7;1.7;6.2
361;Doug McDermott;PF;30;SAS;51;51;24;4.2;9.1;0.462;2.1;5;0.422;2.1;4.1;0.512;0.578;0.8;1;0.784;0.4;1.9;2.3;1.3;0.3;0.1;0.8;1.5;11.3
362;JaVale McGee;C;34;PHO;64;14;15.7;4;6.3;0.635;0;0.1;0.25;4;6.2;0.643;0.638;1.4;1.9;0.702;2.2;4.5;6.7;0.6;0.3;1.1;1.3;2.4;9.4
363;Cameron McGriff;SF;24;POR;3;0;15.3;1.7;4.7;0.357;0.7;2;0.333;1;2.7;0.375;0.429;0.7;0.7;1;2;3;5;1;0;0.3;0;2.3;4.7
364;Rodney McGruder;SG;30;DET;42;2;13.8;1.7;3.8;0.441;1;2.5;0.417;0.7;1.4;0.483;0.575;0.3;0.5;0.7;0.5;1.4;2;0.8;0.4;0.1;0.4;1;4.7
365;Alfonzo McKinnie;SF;29;CHI;17;3;12.1;1.4;3.6;0.393;0.5;1.6;0.333;0.9;2;0.441;0.467;0.1;0.5;0.25;0.8;1.2;1.9;0.3;0.1;0.2;0.4;1.5;3.5
366;JaQuori McLaughlin;PG;24;DAL;4;0;2.8;0;0.5;0;0;0.3;0;0;0.3;0;0;0;0;0;0;0;0;0.5;0;0;0;0.3;0
367;Jordan McLaughlin;PG;25;MIN;51;3;13.7;1.2;3.1;0.385;0.3;1.2;0.23;0.9;1.9;0.484;0.429;0.5;0.7;0.743;0.3;1.2;1.5;2.9;0.9;0.1;0.6;0.7;3.1
368;Ben McLemore;SG;28;POR;50;6;18.6;2.8;7.6;0.376;2.1;6;0.352;0.7;1.6;0.463;0.515;0.8;1;0.816;0.2;1.3;1.5;0.9;0.4;0.1;0.8;1.6;8.6
369;De'Anthony Melton;SG;23;MEM;61;13;22.5;3.6;9.3;0.385;1.6;4.7;0.337;2;4.6;0.435;0.471;1.1;1.6;0.726;0.9;3.5;4.4;2.7;1.6;0.6;1.5;1.7;9.9
370;Sam Merrill;SG;25;MEM;6;0;9.7;1.3;4;0.333;1.2;3.8;0.304;0.2;0.2;1;0.479;0.3;0.7;0.5;0.2;1;1.2;0.7;0;0;0.3;0.5;4.2
371;Chimezie Metu;C;24;SAC;49;20;20.9;3.3;7.3;0.447;0.9;3.2;0.29;2.4;4.2;0.566;0.51;1.1;1.4;0.775;0.6;4.9;5.5;1.1;0.8;0.5;0.9;1.5;8.6
372;Khris Middleton;SF;30;MIL;58;58;32.5;6.9;15.5;0.447;2.5;6.5;0.38;4.5;9;0.496;0.527;4.1;4.6;0.892;0.6;4.7;5.3;5.4;1.1;0.3;2.9;2.4;20.5
373;C.J. Miles;SG;34;BOS;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
374;Patty Mills;PG;33;BRK;69;46;30;4.4;10.5;0.418;3;7.3;0.414;1.3;3.2;0.427;0.562;0.6;0.8;0.811;0.2;1.7;2;2.4;0.7;0.2;0.9;1.4;12.4
375;Paul Millsap;PF;36;TOT;31;0;11.1;1.4;3.5;0.394;0.3;1.1;0.235;1.1;2.4;0.467;0.431;0.5;0.7;0.696;1.3;2.3;3.5;0.9;0.3;0.4;0.5;2;3.5
375;Paul Millsap;PF;36;BRK;24;0;11.3;1.3;3.5;0.376;0.3;1.1;0.222;1.1;2.4;0.448;0.412;0.5;0.7;0.706;1.2;2.5;3.7;1;0.2;0.5;0.5;2;3.4
375;Paul Millsap;PF;36;PHI;7;0;10.4;1.6;3.4;0.458;0.3;1;0.286;1.3;2.4;0.529;0.5;0.6;0.9;0.667;1.6;1.4;3;0.6;0.4;0.1;0.9;1.9;4
376;Shake Milton;PG;25;PHI;41;6;21.9;3.2;7.7;0.415;0.7;2.4;0.293;2.5;5.3;0.47;0.46;1.2;1.4;0.862;0.6;2.1;2.7;2.4;0.6;0.3;1;1.9;8.3
377;Davion Mitchell;PG;23;SAC;64;8;25.6;4.2;10.3;0.41;1.3;4.3;0.316;2.9;6;0.477;0.476;0.4;0.8;0.549;0.5;1.7;2.2;3.3;0.7;0.3;1.2;1.9;10.2
378;Donovan Mitchell;SG;25;UTA;57;57;33.6;9.2;20.5;0.451;3.5;9.9;0.359;5.7;10.6;0.536;0.537;3.7;4.4;0.841;0.8;3.3;4.1;5.5;1.5;0.2;3;2.5;25.7
379;Evan Mobley;PF;20;CLE;61;61;34.2;6.1;12.1;0.505;0.4;1.4;0.259;5.8;10.7;0.538;0.52;2.5;3.7;0.677;2;6.3;8.3;2.6;0.8;1.7;2;2.2;15.1
380;Malik Monk;SG;23;LAL;63;28;27.6;4.8;10.3;0.464;2.2;5.7;0.394;2.6;4.7;0.549;0.572;1.1;1.4;0.767;0.5;2.9;3.4;2.7;0.8;0.4;1.4;1.8;12.9
381;Greg Monroe;C;31;TOT;10;0;15.1;2.4;4.4;0.545;0;0;0;2.4;4.4;0.545;0.545;0.7;1.4;0.5;2.3;2.9;5.2;1.4;0.6;0.7;0.9;1.6;5.5
381;Greg Monroe;C;31;MIN;3;0;21;3;4.7;0.643;0;0;0;3;4.7;0.643;0.643;0.7;1.7;0.4;1.7;5.3;7;3.7;0.7;1.3;1.3;2.3;6.7
381;Greg Monroe;C;31;WAS;2;0;9;2;4;0.5;0;0;0;2;4;0.5;0.5;0;0;0;3.5;1.5;5;0.5;0.5;0.5;1;1;4
381;Greg Monroe;C;31;MIL;5;0;14;2.2;4.4;0.5;0;0;0;2.2;4.4;0.5;0.5;1;1.8;0.556;2.2;2;4.2;0.4;0.6;0.4;0.6;1.4;5.4
382;Moses Moody;SG;19;GSW;45;9;11.8;1.5;3.6;0.431;0.8;2.2;0.347;0.8;1.4;0.565;0.538;0.6;0.8;0.794;0.4;1.3;1.7;0.4;0.1;0.2;0.3;0.8;4.4
383;Xavier Moon;SG;27;LAC;6;0;13.8;2.3;5.7;0.412;0.5;1.7;0.3;1.8;4;0.458;0.456;0.3;0.5;0.667;0.2;1.3;1.5;1.7;0.8;0.2;0.5;0.7;5.5
384;Matt Mooney;SG;24;NYK;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
385;Ja Morant;PG;22;MEM;55;55;33.3;10.2;20.7;0.493;1.6;4.6;0.341;8.7;16.1;0.536;0.531;5.5;7.3;0.762;1.3;4.4;5.8;6.7;1.2;0.4;3.4;1.5;27.5
386;Juwan Morgan;PF;24;TOR;1;0;27;2;3;0.667;1;2;0.5;1;1;1;0.833;0;0;0;2;2;4;1;0;0;0;3;5
387;Jaylen Morris;SG;26;SAS;3;0;5.3;0;2;0;0;0.7;0;0;1.3;0;0;0.7;1.3;0.5;0;0.7;0.7;0.7;0;0;0.3;0.7;0.7
388;Marcus Morris;PF;32;LAC;46;46;29.7;5.9;13.3;0.442;2;5.2;0.388;3.8;8.1;0.477;0.518;2.5;2.8;0.883;0.5;4.1;4.7;2.2;0.5;0.3;1.3;2.3;16.2
389;Markieff Morris;PF;32;MIA;12;0;18.4;3.2;6.9;0.458;0.8;2.2;0.346;2.4;4.8;0.509;0.512;0.6;0.6;1;1.2;1.8;3;1.3;0.3;0.1;1.5;2.1;7.7
390;Monte Morris;PG;26;DEN;64;63;30;5.2;10.6;0.489;1.7;4.3;0.389;3.5;6.3;0.557;0.568;0.9;1.1;0.845;0.3;2.6;3;4.3;0.7;0.2;1;1.2;13
391;Emmanuel Mudiay;PG;25;SAC;2;0;5.5;0;1;0;0;0;0;0;1;0;0;1.5;2;0.75;0;0;0;2;0.5;0;0.5;0.5;1.5
392;Mychal Mulder;PG;27;ORL;15;2;13;1.3;4.5;0.299;0.9;3.1;0.283;0.5;1.4;0.333;0.396;0.1;0.1;1;0.1;1.3;1.4;0.2;0.3;0.1;0.5;0.8;3.7
393;Ade Murkey;SG;24;SAC;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
394;Trey Murphy III;SF;21;NOP;49;0;12.8;1.5;3.9;0.38;1;2.7;0.366;0.5;1.2;0.414;0.508;0.6;0.7;0.829;0.7;1.5;2.2;0.6;0.3;0.1;0.2;1;4.6
395;Dejounte Murray;PG;25;SAS;61;61;34.7;8.5;18.2;0.464;1.3;4.1;0.316;7.2;14.1;0.506;0.499;2.7;3.4;0.786;1.2;7.1;8.4;9.4;2.1;0.3;2.6;2.1;20.9
396;Mike Muscala;C;30;OKC;43;0;13.8;2.6;5.8;0.456;1.6;3.8;0.429;1;2;0.506;0.597;1.1;1.3;0.842;0.5;2.5;3;0.5;0.4;0.6;0.3;1.3;8
397;Svi Mykhailiuk;SF;24;TOR;51;5;13.6;1.7;4.4;0.393;0.7;2.5;0.302;1;1.9;0.51;0.478;0.6;0.7;0.853;0.4;1.4;1.8;0.8;0.5;0.1;0.5;1;4.8
398;Abdel Nader;SF;28;PHO;14;0;10.4;0.9;2.5;0.343;0.3;1;0.286;0.6;1.5;0.381;0.4;0.4;0.7;0.6;0.3;1.6;1.9;0.5;0.6;0.3;0.8;1.4;2.4
399;Larry Nance Jr.;PF;29;POR;37;11;23.2;2.8;5.4;0.515;0.5;1.7;0.306;2.2;3.7;0.61;0.563;0.9;1.3;0.653;1.6;4.1;5.6;2;1;0.4;0.7;1.8;6.9
400;RJ Nembhard Jr.;SG;22;CLE;10;0;5.4;0.6;1.5;0.4;0;0.2;0;0.6;1.3;0.462;0.4;0.3;0.4;0.75;0.2;0.3;0.5;1.1;0;0;0.2;0.2;1.5
401;Aaron Nesmith;SF;22;BOS;45;2;10.5;1.2;3.4;0.366;0.5;2.1;0.242;0.7;1.3;0.569;0.441;0.4;0.4;0.842;0.3;1.4;1.7;0.4;0.3;0.1;0.6;1.2;3.4
402;Raul Neto;PG;29;WAS;59;15;20.7;3.1;6.7;0.457;0.5;1.8;0.28;2.6;4.9;0.522;0.495;1.2;1.6;0.753;0.2;1.8;2.1;3.2;0.8;0;1.1;1.6;7.9
403;Malik Newman;PG;24;CLE;1;0;8;3;5;0.6;0;1;0;3;4;0.75;0.6;2;2;1;0;1;1;1;0;0;1;0;8
404;Georges Niang;PF;28;PHI;64;6;23.2;3.3;7.7;0.431;2;5.2;0.394;1.3;2.5;0.506;0.563;0.8;0.9;0.875;0.4;2.3;2.7;1.4;0.4;0.2;0.8;2.6;9.4
405;Daishen Nix;SG;19;HOU;13;0;10;1.4;2.8;0.5;0.4;1.1;0.357;1;1.7;0.591;0.569;0.5;0.8;0.545;0.2;0.9;1.2;1.6;0.6;0;0.9;0.7;3.6
406;Zeke Nnaji;PF;21;DEN;40;1;16.8;2.4;4.4;0.537;0.9;1.9;0.487;1.5;2.5;0.574;0.641;1;1.6;0.613;1.4;2.3;3.6;0.4;0.4;0.3;0.6;1.9;6.6
407;Nerlens Noel;C;27;NYK;25;11;22.5;1.3;2.4;0.533;0;0.1;0;1.3;2.3;0.561;0.533;0.8;1.2;0.7;1.9;3.7;5.6;0.9;1.2;1.2;0.8;2.7;3.4
408;Jaylen Nowell;SG;22;MIN;52;1;15.4;3.2;6.5;0.485;0.9;2.4;0.379;2.3;4.1;0.547;0.555;1;1.4;0.761;0.4;1.7;2;2.2;0.5;0.1;0.6;1.2;8.3
409;Frank Ntilikina;PG;23;DAL;49;5;12.2;1.5;3.9;0.375;0.7;2;0.34;0.8;1.9;0.413;0.464;0.5;0.5;0.958;0.2;1.2;1.3;1.1;0.5;0.1;0.5;1;4.1
410;Jusuf Nurki?;C;27;POR;56;56;28.2;5.7;10.7;0.535;0.3;1;0.268;5.5;9.7;0.563;0.548;3.3;4.8;0.69;3;8.1;11.1;2.8;1.1;0.6;2.6;3.4;15
411;David Nwaba;SF;29;HOU;44;4;13.4;1.9;4;0.483;0.3;1.1;0.313;1.6;2.9;0.548;0.526;1.1;1.5;0.716;0.9;2.5;3.4;0.8;0.6;0.4;0.5;1.3;5.3
412;Jordan Nwora;SF;23;MIL;54;11;19.2;3;7.4;0.408;1.3;3.8;0.35;1.7;3.6;0.467;0.496;0.4;0.5;0.808;0.6;3;3.6;1;0.5;0.3;0.9;1.2;7.7
413;Royce O'Neale;SF;28;UTA;65;65;31.4;2.8;5.7;0.492;1.6;3.8;0.416;1.2;1.9;0.648;0.632;0.6;0.8;0.8;0.8;4.1;5;2.6;1.2;0.4;1;2.4;7.8
414;Semi Ojeleye;PF;27;TOT;27;0;13.7;1;3.1;0.318;0.5;1.7;0.304;0.5;1.4;0.333;0.4;0.6;0.8;0.714;1;1.5;2.5;0.3;0.2;0.2;0.3;1.1;3.1
414;Semi Ojeleye;PF;27;MIL;20;0;15.4;0.9;3.5;0.257;0.6;2.1;0.268;0.4;1.5;0.241;0.336;0.5;0.7;0.769;1.3;1.7;2.9;0.3;0.3;0.3;0.3;1.3;2.9
414;Semi Ojeleye;PF;27;LAC;7;0;8.7;1.3;2.1;0.6;0.4;0.7;0.6;0.9;1.4;0.6;0.7;0.7;1.1;0.625;0.1;1.1;1.3;0.4;0;0.1;0.6;0.4;3.7
415;Chuma Okeke;PF;23;ORL;59;12;24.2;3;7.9;0.381;1.5;4.9;0.31;1.5;3;0.497;0.478;0.8;0.9;0.855;0.7;4.1;4.7;1.7;1.4;0.6;0.7;1.4;8.4
416;Josh Okogie;SG;23;MIN;41;6;11.1;0.8;2.1;0.368;0.3;1;0.286;0.5;1.1;0.444;0.437;0.7;1;0.659;0.6;1;1.6;0.5;0.5;0.2;0.5;1.1;2.5
417;Onyeka Okongwu;C;21;ATL;35;6;20.9;3.6;5.1;0.709;0;0;0;3.6;5.1;0.709;0.709;1.7;2.3;0.744;2.4;3.1;5.5;1.1;0.6;1.3;1;3.2;9
418;Isaac Okoro;SF;21;CLE;54;48;29.4;3.2;6.8;0.47;0.8;2.5;0.331;2.4;4.3;0.552;0.531;2;2.5;0.794;1.1;2.1;3.2;1.8;0.8;0.3;1;2.6;9.2
419;KZ Okpala;PF;22;MIA;21;0;11.6;1.4;3.3;0.435;0.4;1.2;0.346;1;2;0.488;0.5;0.4;0.5;0.727;0.5;1.4;2;0.7;0.2;0.3;0.2;1.2;3.7
420;Victor Oladipo;SG;29;MIA;4;0;16.3;2.3;5;0.45;0.5;2.3;0.222;1.8;2.8;0.636;0.5;0.5;0.8;0.667;0;1.3;1.3;2.8;0;0.3;0.3;1.5;5.5
421;Cameron Oliver;SF;25;ATL;2;0;21.5;5;7.5;0.667;0.5;1.5;0.333;4.5;6;0.75;0.7;1;1.5;0.667;1;2;3;1.5;0.5;0.5;0;2.5;11.5
422;Kelly Olynyk;C;30;DET;32;1;19.2;3.2;7.4;0.429;1;3;0.333;2.2;4.4;0.493;0.496;1.6;2.2;0.754;1.5;3.1;4.6;2.7;0.8;0.4;1.5;2.6;9
423;Eugene Omoruyi;SF;24;DAL;4;0;4.5;0.5;1.3;0.4;0.3;0.5;0.5;0.3;0.8;0.333;0.5;0.5;1;0.5;0.5;1.3;1.8;0.5;0;0;0;0.5;1.8
424;Miye Oni;SG;24;UTA;16;0;2.8;0.1;0.6;0.222;0.1;0.5;0.125;0.1;0.1;1;0.278;0;0.1;0;0.1;0.4;0.4;0.3;0;0;0.1;0.4;0.3
425;Cedi Osman;SF;26;CLE;56;3;23;3.8;9.1;0.422;2;5.7;0.355;1.8;3.4;0.534;0.534;1.3;2;0.649;0.3;1.8;2.2;2.1;0.9;0.1;1;1.9;11
426;Daniel Oturu;C;22;TOR;3;0;9;1;2;0.5;0;0.3;0;1;1.7;0.6;0.5;1;1.7;0.6;0.3;1.3;1.7;0;0;0.7;0;0.3;3
427;Kelly Oubre Jr.;SF;26;CHO;64;13;27.6;5.7;13.1;0.437;2.7;7.7;0.344;3.1;5.4;0.571;0.539;1.7;2.6;0.665;1.1;2.9;4;1.2;1.1;0.4;1;2.6;15.8
428;Jaysean Paige;PG;27;DET;1;0;7;0;3;0;0;2;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;2;0
429;Trayvon Palmer;SG;27;DET;1;0;17;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;1;2;0
430;Kevin Pangos;PG;29;CLE;24;3;6.9;0.6;1.9;0.326;0.3;1.1;0.231;0.4;0.8;0.45;0.391;0.1;0.2;0.75;0.1;0.4;0.5;1.3;0.1;0;0.3;0.5;1.6
431;Jabari Parker;PF;26;BOS;12;0;9.3;1.5;3.2;0.474;0.7;1.3;0.5;0.8;1.8;0.455;0.579;0.8;0.8;1;0.4;1.9;2.3;0.5;0.3;0.1;0.7;1.1;4.4
432;Eric Paschall;PF;25;UTA;50;1;12.7;1.8;3.7;0.481;0.7;1.9;0.379;1.1;1.8;0.587;0.578;1.1;1.5;0.77;0.5;1.4;1.9;0.6;0.1;0.1;0.5;0.9;5.5
433;Chris Paul;PG;36;PHO;58;58;33;5.6;11.5;0.487;1;3.1;0.33;4.6;8.4;0.546;0.532;2.7;3.2;0.843;0.3;4.2;4.5;10.7;1.9;0.3;2.4;2;14.9
434;Cameron Payne;PG;27;PHO;49;9;22.2;4.2;10.3;0.406;1.2;3.7;0.339;3;6.7;0.443;0.466;1.5;1.7;0.847;0.4;2.6;3;4.7;0.7;0.3;1.9;2.1;11.1
435;Elfrid Payton;PG;27;PHO;44;0;10.8;1.4;3.5;0.401;0.1;0.4;0.25;1.3;3.1;0.419;0.414;0.3;0.6;0.393;0.5;1.3;1.8;2;0.5;0.1;0.9;0.8;3.1
436;Gary Payton II;PG;29;GSW;60;14;17.1;3;4.8;0.612;0.7;1.8;0.364;2.3;3;0.758;0.68;0.5;0.9;0.574;1;2.5;3.4;0.8;1.4;0.3;0.5;1.8;7.1
437;Norvel Pelle;C;28;UTA;3;0;6.3;1;1.7;0.6;0;0;0;1;1.7;0.6;0.6;0;0;0;1;1;2;0;0;0.3;0.7;0.3;2
438;Reggie Perry;PF;21;TOT;3;0;17;1.7;3.3;0.5;0.3;0.7;0.5;1.3;2.7;0.5;0.55;0.7;0.7;1;0.7;2;2.7;0.7;0.3;0;0.3;3;4.3
438;Reggie Perry;PF;21;POR;2;0;20.5;2;4.5;0.444;0.5;1;0.5;1.5;3.5;0.429;0.5;1;1;1;1;2.5;3.5;1;0.5;0;0.5;3;5.5
438;Reggie Perry;PF;21;IND;1;0;10;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;3;2
439;Jamorko Pickett;PF;24;DET;7;0;8.1;0.6;2;0.286;0.4;1.4;0.3;0.1;0.6;0.25;0.393;0;0;0;0.4;1.3;1.7;0.1;0;0.1;0.4;0.6;1.6
440;Theo Pinson;SF;26;DAL;16;0;7.5;0.6;2;0.281;0.4;1.6;0.24;0.2;0.4;0.429;0.375;0.3;0.3;1;0.1;1.1;1.2;0.8;0.3;0.1;0.1;0.6;1.8
441;Mason Plumlee;C;31;CHO;61;61;25.2;2.9;4.5;0.641;0;0;0;2.9;4.4;0.646;0.641;0.9;2.4;0.37;2.5;5.6;8.1;3.2;0.9;0.7;1.3;3.1;6.6
442;Jakob Poeltl;C;26;SAS;58;57;29.2;6.1;9.8;0.622;0;0;1;6.1;9.8;0.621;0.623;1.4;2.9;0.494;3.9;5.3;9.2;2.9;0.7;1.7;1.7;3.2;13.7
443;Aleksej Pokusevski;PF;20;OKC;53;5;18.3;2.8;6.7;0.415;0.8;2.8;0.282;2;3.9;0.51;0.473;0.5;0.7;0.684;1.2;3.6;4.8;1.5;0.6;0.6;1.3;1.3;6.9
444;Yves Pons;SF;22;MEM;8;0;3.6;0.3;0.5;0.5;0.1;0.1;1;0.1;0.4;0.333;0.625;0;0.3;0;0.4;0.4;0.8;0;0;0;0;0.3;0.6
445;Jordan Poole;SG;22;GSW;64;39;29;5.9;12.9;0.456;2.5;7;0.361;3.3;5.8;0.57;0.554;2.9;3.1;0.915;0.4;2.7;3.1;3.6;0.9;0.3;2.3;2.6;17.1
446;Kevin Porter Jr.;PG;21;HOU;48;48;30.4;4.9;12.1;0.401;2.4;6.3;0.373;2.5;5.8;0.432;0.498;1.9;3.2;0.595;0.7;3.4;4.1;6;1.2;0.3;3.4;2.6;14
447;Michael Porter Jr.;SF;23;DEN;9;9;29.4;4.1;11.4;0.359;1.1;5.3;0.208;3;6.1;0.491;0.408;0.6;1;0.556;1;5.6;6.6;1.9;1.1;0.2;1.3;1.8;9.9
448;Otto Porter Jr.;PF;28;GSW;55;15;21.5;3;6.5;0.462;1.3;3.6;0.372;1.7;3;0.571;0.564;0.7;0.9;0.78;1.1;4.1;5.3;1.5;1.1;0.5;0.5;1.3;8.1
449;Bobby Portis;C;26;MIL;61;56;28.9;6;12.3;0.484;2;4.9;0.405;4;7.4;0.537;0.565;1.3;1.8;0.752;2.5;6.6;9.1;1.2;0.8;0.8;1.3;2.5;15.3
450;Kristaps Porzi??is;PF;26;TOT;39;39;28.8;6.6;14.6;0.454;1.4;4.9;0.286;5.2;9.7;0.54;0.503;4.6;5.3;0.865;1.9;5.6;7.6;2;0.7;1.7;1.5;2.6;19.3
