Country,Year,Area Harvested,Production,Imports,Beginning Stocks,Domestic Consumption,Feed Dom. Consumption,Exports,Ending Stocks
"Korea, South",2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
"Korea, South",2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
"Korea, South",2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
"Korea, South",2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
"Korea, South",2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
"Korea, South",2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
"Korea, South",2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
"Korea, South",2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
"Korea, South",2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
"Korea, South",2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
"Korea, South",2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
"Korea, South",2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
"Korea, South",2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
"Korea, South",2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
"Korea, South",2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
"Korea, South",1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
"Korea, South",1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
"Korea, South",1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
"Korea, South",1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
"Korea, South",1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
"Korea, South",1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
"Korea, South",1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
"Korea, South",1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
"Korea, South",1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
"Korea, South",1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
"Korea, South",1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
"Korea, South",1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
"Korea, South",1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
"Korea, South",1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
"Korea, South",1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
"Korea, South",1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
"Korea, South",1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
"Korea, South",1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
"Korea, South",1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
"Korea, South",1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
"Korea, South",1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
"Korea, South",1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
"Korea, South",1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
"Korea, South",1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
"Korea, South",1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
"Korea, South",1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
"Korea, South",1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
"Korea, South",1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
"Korea, South",1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
"Korea, South",1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
"Korea, South",1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
"Korea, South",1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
"Korea, South",1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
"Korea, South",1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
"Korea, South",1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
"Korea, South",1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
"Korea, South",1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
"Korea, South",1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
"Korea, South",1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
"Korea, South",1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
"Korea, North",2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
"Korea, North",2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
"Korea, North",2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
"Korea, North",2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
"Korea, North",2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
"Korea, North",2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
"Korea, North",2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
"Korea, North",2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
"Korea, North",2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
"Korea, North",2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
"Korea, North",2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
"Korea, North",2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
"Korea, North",2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
"Korea, North",2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
"Korea, North",2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
"Korea, North",2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
"Korea, North",2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
"Korea, North",2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
"Korea, North",2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
"Korea, North",2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
"Korea, North",1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
"Korea, North",1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
"Korea, North",1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
"Korea, North",1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
"Korea, North",1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
"Korea, North",1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
"Korea, North",1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
"Korea, North",1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
"Korea, North",1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
"Korea, North",1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
"Korea, North",1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
"Korea, North",1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
"Korea, North",1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
"Korea, North",1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
"Korea, North",1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
"Korea, North",1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
"Korea, North",1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
"Korea, North",1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
"Korea, North",1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
"Korea, North",1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
"Korea, North",1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
"Korea, North",1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
"Korea, North",1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
"Korea, North",1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
"Korea, North",1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
"Korea, North",1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
"Korea, North",1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
"Korea, North",1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
"Korea, North",1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
"Korea, North",1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
"Korea, North",1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
"Korea, North",1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
"Korea, North",1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
"Korea, North",1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
"Korea, North",1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
"Korea, North",1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
"Korea, North",1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
"Korea, North",1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
"Korea, North",1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
"Korea, North",1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Kenya,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Kenya,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Kenya,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Kenya,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Kenya,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Kenya,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Kenya,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Kenya,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Kenya,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Kenya,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Kenya,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Kenya,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Kenya,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Kenya,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Kenya,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Kenya,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Kenya,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Kenya,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Kenya,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Kenya,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Kenya,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Kenya,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Kenya,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Kenya,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Kenya,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Kenya,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Kenya,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Kenya,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Kenya,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Kenya,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Kenya,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Kenya,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Kenya,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Kenya,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Kenya,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Kenya,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Kenya,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Kenya,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Kenya,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Kenya,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Kenya,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Kenya,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Kenya,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Kenya,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Kenya,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Kenya,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Kenya,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Kenya,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Kenya,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Kenya,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Kenya,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Kenya,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Kenya,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Kenya,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Kenya,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Kenya,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Kenya,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Kenya,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Kenya,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Kenya,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Kazakhstan,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Kazakhstan,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Kazakhstan,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Kazakhstan,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Kazakhstan,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Kazakhstan,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Kazakhstan,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Kazakhstan,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Kazakhstan,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Kazakhstan,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Kazakhstan,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Kazakhstan,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Kazakhstan,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Kazakhstan,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Kazakhstan,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Kazakhstan,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Kazakhstan,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Kazakhstan,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Kazakhstan,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Kazakhstan,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Kazakhstan,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Kazakhstan,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Kazakhstan,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Kazakhstan,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Kazakhstan,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Kazakhstan,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Kazakhstan,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Kazakhstan,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Kazakhstan,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Kazakhstan,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Kazakhstan,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Kazakhstan,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Kazakhstan,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Kazakhstan,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Kazakhstan,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Kazakhstan,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Kazakhstan,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Kazakhstan,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Kazakhstan,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Kazakhstan,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Kazakhstan,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Kazakhstan,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Kazakhstan,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Kazakhstan,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Kazakhstan,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Kazakhstan,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Kazakhstan,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Kazakhstan,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Kazakhstan,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Kazakhstan,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Kazakhstan,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Kazakhstan,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Kazakhstan,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Kazakhstan,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Kazakhstan,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Kazakhstan,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Kazakhstan,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Kazakhstan,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Kazakhstan,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Kazakhstan,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Jordan,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Jordan,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Jordan,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Jordan,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Jordan,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Jordan,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Jordan,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Jordan,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Jordan,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Jordan,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Jordan,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Jordan,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Jordan,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Jordan,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Jordan,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Jordan,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Jordan,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Jordan,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Jordan,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Jordan,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Jordan,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Jordan,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Jordan,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Jordan,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Jordan,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Jordan,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Jordan,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Jordan,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Jordan,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Jordan,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Jordan,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Jordan,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Jordan,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Jordan,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Jordan,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Jordan,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Jordan,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Jordan,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Jordan,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Jordan,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Jordan,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Jordan,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Jordan,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Jordan,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Jordan,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Jordan,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Jordan,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Jordan,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Jordan,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Jordan,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Jordan,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Jordan,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Jordan,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Jordan,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Jordan,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Jordan,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Jordan,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Jordan,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Jordan,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Jordan,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Japan,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Japan,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Japan,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Japan,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Japan,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Japan,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Japan,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Japan,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Japan,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Japan,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Japan,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Japan,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Japan,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Japan,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Japan,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Japan,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Japan,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Japan,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Japan,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Japan,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Japan,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Japan,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Japan,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Japan,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Japan,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Japan,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Japan,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Japan,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Japan,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Japan,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Japan,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Japan,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Japan,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Japan,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Japan,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Japan,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Japan,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Japan,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Japan,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Japan,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Japan,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Japan,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Japan,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Japan,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Japan,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Japan,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Japan,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Japan,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Japan,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Japan,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Japan,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Japan,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Japan,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Japan,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Japan,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Japan,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Japan,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Japan,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Japan,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Japan,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Jamaica,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Jamaica,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Jamaica,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Jamaica,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Jamaica,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Jamaica,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Jamaica,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Jamaica,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Jamaica,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Jamaica,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Jamaica,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Jamaica,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Jamaica,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Jamaica,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Jamaica,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Jamaica,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Jamaica,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Jamaica,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Jamaica,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Jamaica,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Jamaica,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Jamaica,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Jamaica,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Jamaica,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Jamaica,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Jamaica,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Jamaica,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Jamaica,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Jamaica,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Jamaica,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Jamaica,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Jamaica,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
