Country,Year,Area Harvested,Production,Imports,Beginning Stocks,Domestic Consumption,Feed Dom. Consumption,Exports,Ending Stocks
Angola,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Angola,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Angola,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Angola,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Angola,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Angola,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Angola,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Angola,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Angola,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Angola,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Angola,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Angola,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Angola,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Angola,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Angola,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Angola,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Angola,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Angola,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Angola,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Angola,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Angola,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Angola,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Angola,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Angola,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Angola,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Angola,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Angola,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Angola,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Angola,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Angola,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Angola,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Angola,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Angola,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Angola,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Angola,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Angola,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Angola,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Algeria,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Algeria,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Algeria,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Algeria,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Algeria,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Algeria,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Algeria,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Algeria,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Algeria,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Algeria,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Algeria,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Algeria,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Algeria,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Algeria,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Algeria,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Algeria,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Algeria,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Algeria,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Algeria,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Algeria,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Algeria,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Algeria,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Algeria,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Algeria,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Algeria,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Algeria,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Algeria,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Algeria,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Algeria,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Algeria,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Algeria,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Algeria,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Algeria,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Algeria,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Algeria,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Algeria,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Algeria,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Algeria,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Algeria,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Algeria,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Algeria,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Algeria,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Algeria,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Algeria,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Algeria,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Algeria,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Algeria,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Algeria,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Algeria,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Algeria,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Algeria,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Algeria,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Algeria,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Algeria,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Algeria,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Algeria,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Algeria,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Algeria,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Algeria,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Algeria,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Albania,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Albania,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Albania,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Albania,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Albania,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Albania,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Albania,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Albania,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Albania,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Albania,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Albania,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Albania,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Albania,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Albania,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Albania,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Albania,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Albania,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Albania,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Albania,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Albania,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Albania,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Albania,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Albania,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Albania,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Albania,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Albania,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Albania,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Albania,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Albania,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Albania,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Albania,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Albania,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Albania,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Albania,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Albania,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Albania,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Albania,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Albania,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Albania,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Albania,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Albania,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Albania,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Albania,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Albania,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Albania,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Albania,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Albania,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Albania,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Albania,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Albania,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Albania,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Albania,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Albania,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Albania,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Albania,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Albania,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Albania,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Albania,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Albania,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Albania,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Afghanistan,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Afghanistan,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Afghanistan,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Afghanistan,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Afghanistan,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Afghanistan,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Afghanistan,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Afghanistan,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Afghanistan,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Afghanistan,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Afghanistan,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Afghanistan,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Afghanistan,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Afghanistan,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Afghanistan,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Afghanistan,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Afghanistan,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Afghanistan,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Afghanistan,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Afghanistan,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Afghanistan,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Afghanistan,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Afghanistan,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Afghanistan,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Afghanistan,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Afghanistan,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Afghanistan,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Afghanistan,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Afghanistan,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Afghanistan,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Afghanistan,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Afghanistan,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Afghanistan,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Afghanistan,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Afghanistan,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Afghanistan,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Afghanistan,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Afghanistan,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Afghanistan,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Afghanistan,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Afghanistan,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Afghanistan,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Afghanistan,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Afghanistan,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Afghanistan,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Afghanistan,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Afghanistan,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Afghanistan,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Afghanistan,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Afghanistan,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Afghanistan,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Afghanistan,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Afghanistan,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Afghanistan,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Afghanistan,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Afghanistan,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Afghanistan,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Afghanistan,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Afghanistan,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Afghanistan,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
EU,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
EU,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
EU,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
EU,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
EU,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
EU,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
EU,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
EU,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
EU,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
EU,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
EU,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
EU,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
EU,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
